Sector 1;4.0
Sector 14;3.08
Sector 17;2.8461537
Sector 18;2.8
Sector 19;3.25
Sector 2;2.8181818
Sector 20;2.6956522
Sector 21;3.5
Sector 23;3.4545455
Sector 26;4.2
Sector 4;3.0
Sector 6;3.0952382
Sector 7;3.0
Sector 8;3.0
