Sector 10;85
Sector 11;99
Sector 12;111
Sector 15;108
Sector 16;69
Sector 22;99
Sector 25;90
Sector 3;57
Sector 31;93
Sector 32;106
Sector 34;158
Sector 36;59
Sector 5;108
Sector 9;144
